sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_cores,cpu_threads,cpu_speed,gpu,ram,max_ram,ram_type,ram_bus,storage,webcam,screen_panel,screen_size,screen_tech,screen_res,screen_rate,screen_nits,os,battery,weight,material,connectivity,ports
333886,"Laptop Dell Inspiron 15 3520 - N5I5057W1 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",15490000,Dell,Laptop,4.9,5501,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5057w1,2024,2025-09-17 01:11:33,Intel Core i5 Alder Lake - 1235U,10,12,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)",HD webcam,,"15.6""","Chống chói Anti Glare, LED Backlit, 250 nits, WVA",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 41 Wh",1.66 kg,Vỏ nhựa,"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac","1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo"
332452,Laptop MacBook Pro 16 inch Nano M4 Pro 24GB/512GB,67090000,MacBook,Laptop,5.0,19,https://www.thegioididong.com/laptop/macbook-pro-16-nano-m4-pro-24-512,10/2024,2025-09-17 01:11:33,Apple M4 Pro - Hãng không công bố,14,Hãng không công bố,273 GB/s memory bandwidth,Card tích hợp - 20 nhân GPU,24 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,,"16.2""","ProMotion, Độ sáng XDR toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR), Độ sáng SDR lên đến 1000 nits, Wide color (P3), Màn hình Nano-texture, True Tone Technology, 1 tỷ màu",Liquid Retina XDR display (3456 x 2234),up to 120 Hz,1000 nits,macOS Sequoia,"Li-Po, 100 Wh",2.14 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, HDMI, 3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))"
328443,"Laptop HP Gaming VICTUS 16 s0173AX - A9LG9PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000,HP,Laptop,5.0,355,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,2024,2025-09-17 01:11:34,AMD Ryzen 5 - 7640HS,6,12,4.30 GHz (Lên đến 5.00 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,32 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Full HD Webcam,IPS,"16.1""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),144Hz,250 nits,Windows 11 Home SL,"4-cell Li-ion, 70 Wh",2.31 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","3 x USB 3.2, HDMI, 1 x Headphone/microphone combo, LAN (RJ45), 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
337844,"Laptop GIGABYTE Gaming G6X 9KG C6LG - 9RC6L9KGHSJIX1VN000 (i7 13650HX, 16GB, 1TB, RTX 4060 8GB, WUXGA 165Hz, Win11)",31390000,GIGABYTE,Laptop,5.0,1,https://www.thegioididong.com/laptop/gigabyte-g6x-9kg-c6lg-i7-9rc6l9kghsjix1vn000,2024,2025-09-17 01:11:34,Intel Core i7 Raptor Lake - 13650HX,14,20,2.60 GHz (Lên đến 4.90 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4060, 8 GB",16 GB,64 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)",HD webcam,IPS,"16""","Chống chói Anti Glare, 250 nits",WUXGA (1920 x 1200),165 Hz,250 nits,Windows 11 Home SL,"4-cell Li-ion, 73 Wh",2.533 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6E (802.11ax)","2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ DisplayPort), 1 x Headphone/microphone combo, LAN (RJ45), 1 x USB Type-C (chỉ hỗ trợ Power Delivery)"
343047,"Laptop GIGABYTE Gaming AERO X16 - GIGABYTE-AERO-X16-1VH93VNC94DH (R7 AI 350, 16GB, 1TB, RTX 5060 8GB, WQXGA 165Hz,Win11)",36590000,GIGABYTE,Laptop,,,https://www.thegioididong.com/laptop/gigabyte-gaming-aero-x16-r7-ai-350-gigabyte-aero-x16-1vh93vnc94dh,2025,2025-09-17 01:11:35,AMD Ryzen AI 7 - 350,8,16,2.00 GHz (Lên đến 5.00 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16 GB,64 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,"1 TB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280)), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB (2280))",FHD 1080P + IR Camera for Windows Hello,IPS,"16""","MUX Switch, 400 nits",WQXGA (2560 x 1600),165 Hz,400 nits,Windows 11 Home SL,"4-cell Li-Polymer, 76.1 Wh",1.985 kg,Nắp lưng và mặt đáy bằng kim loại,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB-A (hỗ trợ USB 3.2 Gen 1), 1 x USB-C (USB4 hỗ trợ DisplayPort™ 1.4 và Power Delivery 3.0), 1 x USB-A (hỗ trợ USB 2.0), LAN (RJ45), HDMI 2.1"
328906,"Laptop HP 240 G9 - AG2J5AT (i3 1215U, 8GB, 512GB, Full HD, Win11)",10390000,HP,Laptop,4.9,3454,https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at,2024,2025-09-17 01:11:35,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Card tích hợp - Intel UHD Graphics,8 GB,32 GB,DDR4 (1 khe 8 GB + 1 khe rời),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"14""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",1.42 kg,Vỏ nhựa,"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, LAN (RJ45), USB Type-C"
322222,"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)",12690000,Acer,Laptop,4.9,3742,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,2024,2025-09-17 01:11:35,AMD Ryzen 7 - 5700U,8,16,1.80 GHz (Lên đến 4.30 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,16 GB,Không hỗ trợ nâng cấp,LPDDR4X (Onboard),4266 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"14""","LED Backlit, Acer ComfyView",WUXGA (1920 x 1200),60Hz,,Windows 11 Home SL,"3-cell, 50Wh",1.4 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.1","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)"
316941,"Laptop MSI Gaming GF63 Thin 12UC - 887VN (i7 12650H, 8GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",18690000,MSI,Laptop,4.9,1203,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,2023,2025-09-17 01:11:35,Intel Core i7 Alder Lake - 12650H,10,16,2.30 GHz (Lên đến 4.70 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 4 GB",8 GB,64 GB,DDR4 (1 khe 8 GB onboard + 1 khe trống),3200 MHz,"512 GB SSD NVMe PCIe Gen 4.0, Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng",HD webcam,IPS,"15.6""","Wled-backlit, Chống chói Anti Glare",Full HD (1920 x 1080),144Hz,,Windows 11 Home SL,"3-cell Li-ion, 52.4 Wh",1.86 kg,Vỏ kim loại,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","1x Mic-in, 1x Headphone-out, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C"
331568,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,47690000,MacBook,Laptop,5.0,728,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,10/2024,2025-09-17 01:11:36,Apple M4 Pro - Hãng không công bố,12,Hãng không công bố,273 GB/s memory bandwidth,Card tích hợp - 16 nhân GPU,24 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,,"14.2""","ProMotion, Độ sáng XDR toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR), Độ sáng SDR lên đến 1000 nits, Wide color (P3), True Tone Technology, 1 tỷ màu",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,1000 nits,macOS Sequoia,"Li-Po, 72.4 Wh",1.6 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, HDMI, 3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))"
231244,Laptop MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A),16990000,MacBook,Laptop,4.9,14112,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,2020,2025-09-17 01:11:36,Apple M1,8,Hãng không công bố,Hãng không công bố,Card tích hợp - 7 nhân GPU,8 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,720p FaceTime Camera,IPS,"13.3""","LED Backlit, 400 nits, True Tone Technology",Retina (2560 x 1600),Hãng không công bố,400 nits,macOS,Lên đến 18 giờ,1.29 kg,Vỏ kim loại nguyên khối,"Bluetooth 5.0, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 2 x Thunderbolt 3 (USB-C)"
322072,"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS000JVN (i5 12450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",22490000,Lenovo,Laptop,4.9,5436,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn,2024,2025-09-17 01:11:36,Intel Core i5 Alder Lake - 12450HX,8,12,Lên đến 4.40 GHz khi tải nặng,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,32 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",HD webcam,IPS,"15.6""","Low Blue Light, G-Sync, Chống chói Anti Glare, 300 nits",Full HD (1920 x 1080),144Hz,300 nits,Windows 11 Home SL,60 Wh,2.38 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4), LAN (RJ45)"
334450,"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20003VN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",16890000,Lenovo,Laptop,4.9,1637,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn,2024,2025-09-17 01:11:36,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,24 GB,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB),4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"16""","Chống chói Anti Glare, 300 nits",WUXGA (1920 x 1200),60Hz,300 nits,Windows 11 Home SL,60 Wh,1.73 kg,Vỏ nhựa - nắp lưng bằng kim loại,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2), 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo"
340564,"Laptop Asus Vivobook 15 OLED A1505VA - MA515WS (i5 13420H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",16990000,Asus,Laptop,5.0,700,https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i5-ma515ws,2025,2025-09-17 01:11:37,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,24 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,HD webcam,,"15.6""","Màn hình bảo vệ mắt - EYE CARE, Chuẩn DisplayHDR True Black 600, Low Blue Light, 600 nits (Khi bật HDR), 1.07 tỷ màu",2.8K (2880 x 1620) - OLED,120Hz,600 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell, 50Wh",1.7 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (chỉ hỗ trợ Power Delivery)"
310449,"Laptop MSI Modern 15 B12MO - 625VN (i5 1235U, 8GB, 512GB, Full HD, Win11)",11490000,MSI,Laptop,4.9,2125,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-625vn,2023,2025-09-17 01:11:37,Intel Core i5 Alder Lake - 1235U,10,12,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,8 GB,Không hỗ trợ nâng cấp,DDR4 (Onboard),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),60Hz,,Windows 11 Home SL,"3-Cell, 39.3 Wh",1.7 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)"
341603,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R7CR - NH.QPESV.003 (R5 7535HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",25690000,Acer,Laptop,5.0,11,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs-nh-qpesv-003,2025,2025-09-17 01:11:37,AMD Ryzen 5 - 7535HS,6,12,3.30 GHz (Lên đến 4.55 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,96 GB,DDR5 (1 khe 16 GB + 1 khe rời),2400 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",HD webcam,IPS,"15.6""","Acer ComfyView, WVA",Full HD (1920 x 1080),180 Hz,,Windows 11 Home SL,"4-cell, 57Wh",2.1 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.1","Jack tai nghe 3.5 mm, 3 x USB 3.2, 1 x USB Type-C USB 4 (hỗ trợ DisplayPort), LAN (RJ45), HDMI 2.1"
335372,Laptop MacBook Air 15 inch M4 16GB/256GB,30490000,MacBook,Laptop,5.0,559,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb,03/2025,2025-09-17 01:11:37,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,1080p FaceTime HD camera,IPS,"15.3""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina,Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 66.5 Wh",1.51 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
