sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_size,screen_panel,screen_res,screen_rate,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
336737,Máy tính bảng Samsung Galaxy Tab S10 FE WiFi 8GB/128GB,10590000,Samsung,Tablet,5.0,2832,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe,04/2025,2025-09-24 07:18:48,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,497 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
322613,Máy tính bảng OPPO Pad Neo WiFi 6GB/128GB,6570000,OPPO,Tablet,4.9,3168,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo-6gb,01/2024,2025-09-24 07:18:48,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,6 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",,Type-C
335279,Máy tính bảng iPad Air M3 13 inch 5G 128GB,24590000,iPad (Apple),Tablet,5.0,62,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb,03/2025,2025-09-24 07:18:49,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",5G,Type-C
325526,Máy tính bảng iPad Air 6 M2 13 inch 5G 256GB,25990000,iPad (Apple),Tablet,5.0,82,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-256gb,05/2024,2025-09-24 07:18:50,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 17,,36.59 Wh,20 W,618 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4500000,Xiaomi,Tablet,5.0,2644,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,2025-09-24 07:18:50,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"v5.3, Wi-Fi 802.11 a/b/g/n/ac, Dual-band",Hỗ trợ 4G,3.5 mm
335267,Máy tính bảng iPad Air M3 11 inch WiFi 128GB,16290000,iPad (Apple),Tablet,5.0,3380,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb,03/2025,2025-09-24 07:18:50,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
339204,Máy tính bảng Xiaomi Redmi Pad 2 WiFi 4GB/128GB,5200000,Xiaomi,Tablet,5.0,2863,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-wifi-4gb-128gb,06/2025,2025-09-24 07:18:50,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,,9000 mAh,18 W,519 g,Kim loại nguyên khối,"Wi-Fi 5, Dual-band, v5.3",,3.5 mm
339207,Máy tính bảng Xiaomi Redmi Pad 2 4G 4GB/128GB,5890000,Xiaomi,Tablet,5.0,3222,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-4g-4gb-128gb,06/2025,2025-09-24 07:18:51,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,,9000 mAh,18 W,519 g,Kim loại nguyên khối,"Wi-Fi 5, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
331230,Máy tính bảng iPad mini 7 WiFi 256GB,15990000,iPad (Apple),Tablet,5.0,811,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-24 07:18:51,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
335308,Máy tính bảng iPad A16 WiFi 128GB,9690000,iPad (Apple),Tablet,4.9,15248,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb,03/2025,2025-09-24 07:18:51,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,7160000,Xiaomi,Tablet,4.9,17633,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,2025-09-24 07:18:52,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"v5.2, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band",,3.5 mm
331231,Máy tính bảng iPad mini 7 WiFi 512GB,21090000,iPad (Apple),Tablet,5.0,64,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-512gb,10/2024,2025-09-24 07:18:52,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,512 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
325513,Máy tính bảng iPad Pro M4 11 inch WiFi 256GB,26890000,iPad (Apple),Tablet,5.0,5235,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-256gb,05/2024,2025-09-24 07:18:53,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,444 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,24390000,iPad (Apple),Tablet,5.0,247,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,2025-09-24 07:18:53,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
335312,Máy tính bảng iPad A16 5G 256GB,15990000,iPad (Apple),Tablet,5.0,145,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-256gb,03/2025,2025-09-24 07:18:53,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
331230,Máy tính bảng iPad mini 7 WiFi 256GB,15990000,iPad (Apple),Tablet,5.0,811,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-24 07:18:53,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
334527,Máy tính bảng Xiaomi Pad 7 Pro WiFi 12GB/512GB,15700000,Xiaomi,Tablet,5.0,577,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-pro-12gb-512gb,03/2025,2025-09-24 07:18:54,Snapdragon 8s Gen 3 8 nhân,3 GHz,Andreno 735,12 GB,512 GB,50 MP,32 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,67 W,500 g,Nhôm nguyên khối,"v5.4, Wi-Fi Direct, Wi-Fi 7, Wi-Fi 6E, Wi-Fi 6, Dual-band",,Type-C
325524,Máy tính bảng iPad Air 6 M2 11 inch 5G 1TB,28390000,iPad (Apple),Tablet,5.0,20,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-11-inch-wifi-cellular-1tb,05/2024,2025-09-24 07:18:55,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,1 TB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 17,,28.93 Wh,20 W,462 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
325514,Máy tính bảng iPad Pro M4 11 inch WiFi 512GB,32390000,iPad (Apple),Tablet,5.0,610,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-512gb,05/2024,2025-09-24 07:18:55,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,444 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
333481,Máy tính bảng Samsung Galaxy Tab A9+ WiFi 8GB/128GB,6870000,Samsung,Tablet,4.9,4883,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-wifi-8gb-128gb,12/2024,2025-09-24 07:18:55,Snapdragon 695,2.2 GHz,Adreno 619,8 GB,128 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 14,,7040 mAh,15 W,480 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",,3.5 mm
331229,Máy tính bảng iPad mini 7 WiFi 128GB,13590000,iPad (Apple),Tablet,4.9,3956,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi,10/2024,2025-09-24 07:18:55,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
333917,Máy tính bảng OPPO Pad 3 8GB/256GB,10680000,OPPO,Tablet,4.9,444,https://www.thegioididong.com/may-tinh-bang/oppo-pad-3,01/2025,2025-09-24 07:18:56,MediaTek Dimensity 8350 8 nhân,3.35 GHz,Mali-G615 MC6,8 GB,256 GB,8 MP,8 MP,"11.61""",LTPS LCD,2000 x 2800 Pixels,144 Hz,Android 15,IPX2,9520 mAh,67 W,536 g,Kim loại nguyên khối,"v5.4, Wi-Fi 6, Wi-Fi 5, Dual-band, 6 GHz, OTG",,Type-C
345548,Máy tính bảng Samsung Galaxy Tab A11 4G 4GB/64GB,5490000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a11-4g-4gb-64gb,09/2025,2025-09-24 07:18:57,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,8 MP,5 MP,"8.7""",TFT LCD,800 x 1340 Pixels,90 Hz,Android 15,IP52,5100 mAh,15 W,337 g,Nhôm nguyên khối,"Wi-Fi 5, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
335312,Máy tính bảng iPad A16 5G 256GB,15990000,iPad (Apple),Tablet,5.0,145,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-256gb,03/2025,2025-09-24 07:18:57,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
336740,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,14590000,Samsung,Tablet,5.0,874,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus,04/2025,2025-09-24 07:18:57,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
322134,Máy tính bảng Samsung Galaxy Tab S6 Lite 2024 4G 4GB/64GB,7060000,Samsung,Tablet,4.9,2883,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s6-lite-2024,04/2024,2025-09-24 07:18:57,Exynos 1280 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G68,4 GB,64 GB,8 MP,5 MP,"10.4""",TFT LCD,1200 x 2000 Pixels,60 Hz,Android 14,,7040 mAh,15 W,467 g,Kim loại nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band",Hỗ trợ 4G,3.5 mm
320990,Máy tính bảng TCL Tab 10 Gen 2 4G 4GB/64GB,3730000,TCL,Tablet,4.9,6033,https://www.thegioididong.com/may-tinh-bang/tcl-tab-10-gen-2,08/2023,2025-09-24 07:18:57,MediaTek MT8768,4 nhân 2 GHz & 4 nhân 1.5 GHz,IMG PowerVR GE8320,4 GB,64 GB,8 MP,5 MP,"10.36""",IPS LCD,1200 x 2000 Pixels,60 Hz,Android 13,,6000 mAh,10 W,425 g,Nhôm nguyên khối,"v5.0, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac",Hỗ trợ 4G,Type-C
335279,Máy tính bảng iPad Air M3 13 inch 5G 128GB,24590000,iPad (Apple),Tablet,5.0,62,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb,03/2025,2025-09-24 07:18:57,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",5G,Type-C
320992,Máy tính bảng OPPO Pad Neo 4G 8GB/128GB,7850000,OPPO,Tablet,4.9,11211,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo,01/2024,2025-09-24 07:18:58,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",Hỗ trợ 4G,Type-C
344723,Máy tính bảng Samsung Galaxy Tab S11 WiFi 12GB/128GB,20990000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s11-wifi-12gb-128gb,09/2025,2025-09-24 07:18:58,,,,,,,,,,,,,,,,,,,,
339380,Máy tính bảng Samsung Galaxy Tab S10 FE WiFi 12GB/256GB,11790000,Samsung,Tablet,5.0,229,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-12gb-256gb,04/2025,2025-09-24 07:19:00,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,497 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band",,Type-C
331230,Máy tính bảng iPad mini 7 WiFi 256GB,15990000,iPad (Apple),Tablet,5.0,811,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-24 07:19:00,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
334991,Máy tính bảng Lenovo Tab 4G 4GB/64GB,4190000,Lenovo,Tablet,5.0,153,https://www.thegioididong.com/may-tinh-bang/lenovo-tab-4g,11/2024,2025-09-24 07:19:00,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,8 MP,5 MP,"10.1""",IPS LCD,1200 x 1920 Pixels,60 Hz,Android 14,IP52,5100 mAh,15 W,425 g,Kim loại nguyên khối,"v5.3, Wi-Fi 5",Hỗ trợ 4G,3.5 mm
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,5690000,Xiaomi,Tablet,4.9,8776,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-24 07:19:01,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,8 MP,5 MP,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,,8000 mAh,10 W,478 g,Kim loại nguyên khối,"v5.0, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",,3.5 mm
344721,Máy tính bảng Samsung Galaxy Tab S11 5G 12GB/128GB,23990000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s11-5g-12gb-128gb,09/2025,2025-09-24 07:19:01,,,,,,,,,,,,,,,,,,,,
335270,Máy tính bảng iPad Air M3 11 inch WiFi 1TB,29790000,iPad (Apple),Tablet,5.0,19,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-1tb,03/2025,2025-09-24 07:19:01,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,1 TB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
340148,Máy tính bảng Masstel Tab 11 Ultra 4G 4GB/128GB,3990000,Masstel,Tablet,5.0,180,https://www.thegioididong.com/may-tinh-bang/masstel-tab-11-ultra-4gb-128gb,06/2025,2025-09-24 07:19:01,Unisoc T606 8 nhân,1.6 GHz,Mali-G57,4 GB,128 GB,13 MP,5 MP,"10.95""",IPS LCD,1200 x 1920 Pixels,60 Hz,Android 15,,8000 mAh,18 W,500 g,Khung nhựa & Mặt lưng nhôm,"OTG, Có",Hỗ trợ 4G,Type-C
325518,Máy tính bảng iPad Pro M4 13 inch WiFi 512GB,40190000,iPad (Apple),Tablet,5.0,217,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-512gb,05/2024,2025-09-24 07:19:01,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,12 MP,12 MP,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,,38.99 Wh,20 W,579 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C
345549,Máy tính bảng Samsung Galaxy Tab A11 4G 8GB/128GB,6490000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a11-4g-8gb-128gb,09/2025,2025-09-24 07:19:02,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,8 MP,5 MP,"8.7""",TFT LCD,800 x 1340 Pixels,90 Hz,Android 15,IP52,5100 mAh,15 W,337 g,Nhôm nguyên khối,"Wi-Fi 5, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
344725,Máy tính bảng Samsung Galaxy Tab S11 Ultra 5G 12GB/256GB,34990000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s11-ultra-5g-12gb-256gb,09/2025,2025-09-24 07:19:03,,,,,,,,,,,,,,,,,,,,
345548,Máy tính bảng Samsung Galaxy Tab A11 4G 4GB/64GB,5490000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a11-4g-4gb-64gb,09/2025,2025-09-24 07:19:03,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,8 MP,5 MP,"8.7""",TFT LCD,800 x 1340 Pixels,90 Hz,Android 15,IP52,5100 mAh,15 W,337 g,Nhôm nguyên khối,"Wi-Fi 5, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm
331232,Máy tính bảng iPad mini 7 5G 128GB,17490000,iPad (Apple),Tablet,4.9,484,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-5g,10/2024,2025-09-24 07:19:05,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,128 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,297 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",5G,
339285,Máy tính bảng OPPO Pad SE WiFi 4GB/128GB,5400000,OPPO,Tablet,5.0,1212,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-wifi-4gb-128gb,07/2025,2025-09-24 07:19:05,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,5 MP,5 MP,"11.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,IPX2,9340 mAh,33 W,530 g,Khung nhựa & Mặt lưng hợp kim nhôm,"v5.0, Wi-Fi Display, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band, OTG",,Type-C
334530,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/256GB,11290000,Xiaomi,Tablet,5.0,2314,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-8gb-256gb,03/2025,2025-09-24 07:19:05,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,256 GB,13 MP,8 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,45 W,500 g,Nhôm nguyên khối,"v5.4, Wi-Fi Direct, Wi-Fi 6E, Wi-Fi 6, Dual-band",,Type-C
331230,Máy tính bảng iPad mini 7 WiFi 256GB,15990000,iPad (Apple),Tablet,5.0,811,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-24 07:19:05,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
335313,Máy tính bảng iPad A16 5G 512GB,21390000,iPad (Apple),Tablet,5.0,24,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-512gb,03/2025,2025-09-24 07:19:06,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
317623,Máy tính bảng Samsung Galaxy Tab A9+ 5G 4GB/64GB,7360000,Samsung,Tablet,4.9,24974,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-5g,10/2023,2025-09-24 07:19:06,Snapdragon 695,2.2 GHz,Adreno 619,4 GB,64 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 13,,7040 mAh,15 W,491 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",5G,3.5 mm
343061,Máy tính bảng Samsung Galaxy Tab S10 Lite 5G 6GB/128GB,10490000,Samsung,Tablet,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-lite-5g-6gb-128gb,09/2025,2025-09-24 07:19:06,,,,,,,,,,,,,,,,,,,,
315607,Máy tính bảng Xiaomi Redmi Pad SE WiFi 4GB/128GB,4410000,Xiaomi,Tablet,4.9,26899,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-4gb,09/2023,2025-09-24 07:19:08,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,4 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,,8000 mAh,10 W,478 g,Kim loại nguyên khối,"v5.0, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",,3.5 mm
331233,Máy tính bảng iPad mini 7 5G 256GB,19890000,iPad (Apple),Tablet,5.0,213,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-5g-256gb,10/2024,2025-09-24 07:19:08,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,297 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",5G,
