sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_cores,cpu_threads,cpu_speed,gpu,ram,max_ram,ram_type,ram_bus,storage,webcam,screen_panel,screen_size,screen_tech,screen_res,screen_rate,screen_nits,os,battery,weight,material,connectivity,ports
331568,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,47690000,MacBook,Laptop,5.0,749,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,10/2024,2025-09-24 07:19:44,Apple M4 Pro - Hãng không công bố,12,Hãng không công bố,273 GB/s memory bandwidth,Card tích hợp - 16 nhân GPU,24 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,,"14.2""","ProMotion, Độ sáng XDR toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR), Độ sáng SDR lên đến 1000 nits, Wide color (P3), True Tone Technology, 1 tỷ màu",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,1000 nits,macOS Sequoia,"Li-Po, 72.4 Wh",1.6 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, HDMI, 3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))"
328951,"Laptop Asus Gaming Vivobook K3605ZU - RP296W (i5 12500H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)",21990000,Asus,Laptop,5.0,539,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w,2024,2025-09-24 07:19:45,Intel Core i5 Alder Lake - 12500H,12,16,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,32 GB,DDR4 (1 khe 16 GB onboard + 1 khe rời),3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,HD webcam,IPS,"16""","Chống chói Anti Glare, LED Backlit, 300 nits",WUXGA (1920 x 1200),144Hz,300 nits,Windows 11 Home SL,"3-cell Li-ion, 70 Wh",1.8 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x Thunderbolt 4 (hỗ trợ display/power delivery)"
289472,Laptop MacBook Air 13 inch M2 16GB/256GB,19990000,MacBook,Laptop,4.9,9118,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,6/2022,2025-09-24 07:19:45,Apple M2,8,Hãng không công bố,100GB/s,Card tích hợp - 8 nhân GPU,16 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,1080p FaceTime HD camera,,"13.6""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina (2560 x 1664),Hãng không công bố,500 nits,macOS,Lên đến 18 giờ,1.24 kg,Vỏ kim loại,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x Thunderbolt 3"
334450,"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20003VN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",16890000,Lenovo,Laptop,4.9,1764,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn,2024,2025-09-24 07:19:45,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,24 GB,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB),4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"16""","Chống chói Anti Glare, 300 nits",WUXGA (1920 x 1200),60Hz,300 nits,Windows 11 Home SL,60 Wh,1.73 kg,Vỏ nhựa - nắp lưng bằng kim loại,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2), 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo"
333886,"Laptop Dell Inspiron 15 3520 - N5I5057W1 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",15490000,Dell,Laptop,4.9,5635,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5057w1,2024,2025-09-24 07:19:45,Intel Core i5 Alder Lake - 1235U,10,12,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)",HD webcam,,"15.6""","Chống chói Anti Glare, LED Backlit, 250 nits, WVA",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 41 Wh",1.66 kg,Vỏ nhựa,"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac","1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo"
313974,"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",22490000,HP,Laptop,4.9,572,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,2023,2025-09-24 07:19:45,AMD Ryzen 7 - 7840HS,8,16,3.8 GHz (Lên đến 5.10 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,32 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,512 GB SSD NVMe PCIe,Full HD Webcam,IPS,"16.1""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),144Hz,250 nits,Windows 11 Home SL,"4-cell Li-ion, 70 Wh",2.34 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
335376,Laptop MacBook Air 15 inch M4 24GB/512GB,39990000,MacBook,Laptop,5.0,66,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb,03/2025,2025-09-24 07:19:45,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,IPS,"15.3""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina,Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 66.5 Wh",1.51 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
333425,"Laptop Acer Aspire 16 AI A16 71M 71U7 - NX.J4YSV.002 (Ultra 7 155H, 16GB, 512GB, Full HD+, Win11)",19490000,Acer,Laptop,5.0,152,https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002,2024,2025-09-24 07:19:45,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.40 GHz (Lên đến 4.80 GHz khi tải nặng),Card tích hợp - Intel Arc Graphics,16 GB,Không hỗ trợ nâng cấp,LPDDR5X (Onboard),Lên đến 8533 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",HD webcam,,"16""","TFT, Chống chói Anti Glare, LED Backlit, Acer ComfyView",Full HD+,60Hz,,Windows 11 Home SL,"3-cell, 53Wh",1.64 kg,Vỏ nhựa - nắp lưng bằng kim loại,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)"
335367,Laptop MacBook Air 13 inch M4 24GB/512GB,35490000,MacBook,Laptop,5.0,216,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-512gb,03/2025,2025-09-24 07:19:46,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,IPS,"13.6""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina (2560 x 1664),Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 53.8 Wh",1.24 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
334795,"Laptop Asus Vivobook 16 X1605VA - MB1875WS (i7 13620H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",17990000,Asus,Laptop,5.0,921,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i7-mb1875ws,2025,2025-09-24 07:19:46,Intel Core i7 Raptor Lake - 13620H,10,16,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"16""","Chống chói Anti Glare, 300 nits",WUXGA (1920 x 1200),60Hz,300 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 42 Wh",1.88 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type C (hỗ trợ truyền dữ liệu và Power Delivery)"
331567,Laptop MacBook Pro 14 inch M4 24GB/1TB,48990000,MacBook,Laptop,5.0,9,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-24gb-1tb,10/2024,2025-09-24 07:19:46,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,1080p FaceTime HD camera,,"14.2""","ProMotion, Độ sáng XDR toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR), Độ sáng SDR lên đến 1000 nits, Wide color (P3), True Tone Technology, 1 tỷ màu",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,1000 nits,macOS Sequoia,"Li-Po, 72.4 Wh",1.55 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, HDMI, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))"
317712,"Laptop Asus Vivobook 14 X1404ZA - NK246W (i3 1215U, 8GB, 512GB, Full HD, Win11)",9990000,Asus,Laptop,4.9,6884,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,2023,2025-09-24 07:19:46,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Card tích hợp - Intel UHD Graphics,8 GB,16 GB,DDR4 (1 khe 8 GB onboard + 1 khe trống),2933 MHz,512 GB SSD NVMe PCIe,HD webcam,,"14""","Chống chói Anti Glare, LED Backlit, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 42 Wh",1.4 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C"
322100,"Laptop MSI Gaming Sword 16 HX B14VFKG - 045VN (i7 14700HX, 16GB, 1TB, RTX 4060 8GB, QHD+ 240Hz, Win11)",36690000,MSI,Laptop,4.9,202,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,2024,2025-09-24 07:19:46,Intel Core i7 Raptor Lake - 14700HX,20,28,2.10 GHz (Lên đến 5.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4060, 8 GB",16 GB,96 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,1 TB SSD NVMe PCIe Gen 4,HD webcam,IPS,"16""",,QHD+ (2560 x 1600),240Hz,,Windows 11 Home SL,"4-cell, 65Wh",2.3 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort), LAN (RJ45)"
337843,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHH2VN893SH (i5 13420H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",23390000,GIGABYTE,Laptop,5.0,24,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-gaminga16cmhh2vn893sh,2025,2025-09-24 07:19:49,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,64 GB,DDR5 (1 khe 16 GB + 1 khe rời),5200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",HD webcam,IPS,"16""","Chống chói Anti Glare, 300 nits",WUXGA (1920 x 1200),165 Hz,300 nits,Windows 11 Home SL,76 Wh,2.2 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6E (802.11ax)","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4), LAN (RJ45)"
317712,"Laptop Asus Vivobook 14 X1404ZA - NK246W (i3 1215U, 8GB, 512GB, Full HD, Win11)",9990000,Asus,Laptop,4.9,6884,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,2023,2025-09-24 07:19:49,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Card tích hợp - Intel UHD Graphics,8 GB,16 GB,DDR4 (1 khe 8 GB onboard + 1 khe trống),2933 MHz,512 GB SSD NVMe PCIe,HD webcam,,"14""","Chống chói Anti Glare, LED Backlit, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 42 Wh",1.4 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C"
338311,"Laptop Dell Inspiron 15 3530 - N5I7216W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,Dell,Laptop,5.0,1366,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7216w1,2025,2025-09-24 07:19:49,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,,"15.6""","Chống chói Anti Glare, LED Backlit, 250 nits, WVA",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 54Wh",1.66 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
323325,"Laptop HP 240 G10 - 9H2E4PT (i5 1335U, 16GB, 512GB, Full HD, Win11)",16390000,HP,Laptop,4.9,1885,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,2023,2025-09-24 07:19:49,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),16 GB,64 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"14""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",1.36 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C"
326861,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",20290000,MSI,Laptop,4.9,2478,https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn,2023,2025-09-24 07:19:49,Intel Core i5 Alder Lake - 12450H,8,12,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,64 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,"512 GB SSD NVMe PCIe Gen 4.0, Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng",HD webcam,IPS,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),144Hz,,Windows 11 Home SL,"3-cell Li-ion, 52.4 Wh",1.86 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 1x Mic-in, 3 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort), LAN (RJ45)"
343121,"Laptop Acer Aspire Lite 15 AL15 42P R8E6 - NX.D34SV.001 (R5 7430U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",12090000,Acer,Laptop,5.0,66,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r8e6-r5-7430u-nx-d34sv-001,2025,2025-09-24 07:19:49,AMD Ryzen 5 - 7430U,6,12,2.30 GHz (Lên đến 4.30 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,16 GB,32 GB,DDR4 (1 khe 16 GB + 1 khe rời),1600 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",FHD 1080p,IPS,"15.6""","LED-backlit TFT LCD, Wide viewing angle, Acer ComfyView",Full HD (1920 x 1080),60Hz,,Windows 11 Home SL,"3-cell Li-ion, 58 Wh",1.7 kg,Vỏ nhựa,"Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 5.1","Jack tai nghe 3.5 mm, 3 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery,DisplayPort), HDMI 1.4"
338207,"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)",16190000,HP,Laptop,4.9,2322,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat,2025,2025-09-24 07:19:49,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,32 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",HD webcam,IPS,"14""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",1.36 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C"
335364,Laptop MacBook Air 13 inch M4 16GB/512GB,30990000,MacBook,Laptop,5.0,1266,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-512gb,03/2025,2025-09-24 07:19:49,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,512 GB SSD,1080p FaceTime HD camera,IPS,"13.6""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina (2560 x 1664),Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 53.8 Wh",1.24 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
340560,"Laptop Dell Inspiron 15 3530 - 71070372 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17490000,Dell,Laptop,5.0,715,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71070372,2025,2025-09-24 07:19:50,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,,"15.6""",WVA,Full HD (1920 x 1080),120Hz,,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 41 Wh",1.66 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
340559,"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",21990000,Dell,Laptop,5.0,394,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu,2025,2025-09-24 07:19:53,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",HD webcam,,"15.6""","Chống chói Anti Glare, 250 nits, WVA",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 54Wh",1.66 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
335366,Laptop MacBook Air 13 inch M4 24GB/256GB,31390000,MacBook,Laptop,4.9,119,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-256gb,03/2025,2025-09-24 07:19:53,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,1080p FaceTime HD camera,IPS,"13.6""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina (2560 x 1664),Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 53.8 Wh",1.24 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
333197,"Laptop Lenovo Yoga Slim 7 15ILL9 - 83HM000GVN (Ultra 7 258V, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeHS, Win11)",39990000,Lenovo,Laptop,5.0,2,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,2024,2025-09-24 07:19:54,Intel Core Ultra 7 Lunar Lake - 258V,8,8,2.20 GHz (Lên đến 4.80 GHz khi tải nặng),Card tích hợp - Intel Arc 140V,32 GB,Không hỗ trợ nâng cấp,LPDDR5X (Onboard),8533 MHz,1 TB SSD M.2 PCIe,"Full HD Webcam, Camera IR",IPS,"15.3""","Low Blue Light, Eyesafe, anti-fingerprint, 500 nits brightness, Dolby Vision",2.8K (2880 x 1800),120Hz,500 nits,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,70 Wh,1.53 kg,Vỏ kim loại - Nhôm,"Wi-Fi 7 (802.11be), Bluetooth 5.4","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)"
336036,"Laptop Asus Vivobook 15 X1504VA - BQ2225WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",14690000,Asus,Laptop,5.0,1166,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-bq2225ws,2025,2025-09-24 07:19:54,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,24 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"15.6""","Chống chói Anti Glare, LED Backlit, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 42 Wh",1.7 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C"
332451,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB,79790000,MacBook,Laptop,5.0,31,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-max-36-1t,10/2024,2025-09-24 07:19:54,Apple M4 Max - Hãng không công bố,14,Hãng không công bố,410 GB/s memory bandwidth,Card tích hợp - 32 nhân GPU,36 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,1080p FaceTime HD camera,,"14.2""","ProMotion, Độ sáng XDR toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR), Độ sáng SDR lên đến 1000 nits, Wide color (P3), Màn hình Nano-texture, True Tone Technology, 1 tỷ màu",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,1000 nits,macOS Sequoia,"Li-Po, 72.4 Wh",1.62 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, HDMI, 3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))"
