id,name,price,brand,category,cpu,cpu_speed,gpu,ram,ram_tech,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
339616,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001AVN (Ultra 7 255H, 24GB, 1TB, WUXGA OLED, Win11)",26890000,Lenovo,Laptop,,,,,,,,,,,,,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-7-83nc001avn,2025,2025-08-31 18:50:38
337474,"Laptop Dell Inspiron 15 3520 - N3520-i5U085W11SLU (i5 1235U, 8GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",13490000,Dell,Laptop,,,,,,,,,,,,,5.0,688,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u085w11slu,2025,2025-08-31 18:50:38
339683,"Laptop Asus Vivobook 14 X1404VA - EB155WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",15490000,Asus,Laptop,,,,,,,,,,,,,5.0,276,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-eb155ws,2025,2025-08-31 18:50:38
322100,"Laptop MSI Gaming Sword 16 HX B14VFKG - 045VN (i7 14700HX, 16GB, 1TB, RTX 4060 8GB, QHD+ 240Hz, Win11)",36690000,MSI,Laptop,,,,,,,,,,,,,4.9,192,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,2024,2025-08-31 18:50:40
333103,"Laptop Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",18990000,Dell,Laptop,,,,,,,,,,,,,5.0,992,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,2024,2025-08-31 18:50:40
333427,"Laptop Acer Gaming Nitro V 15 ANV15 41 R1JY - NH.QPFSV.001 (R5 6600H, 16GB, 512GB, RTX 3050 6GB, Full HD 165Hz, Win11)",19190000,Acer,Laptop,,,,,,,,,,,,,5.0,1121,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001,,2025-08-31 18:50:41
331506,"Laptop HP Envy x360 14 fc0162TU - AY8X1PA (Ultra 5 125U, 16GB, 512GB, 2.8K OLED, Cảm ứng, OfficeHS, Win11)",26590000,HP,Laptop,,,,,,,,,,,,,4.9,374,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,2024,2025-08-31 18:50:41
309375,"Laptop Asus Vivobook 16 X1605VA - MB360W (i5 1335U, 16GB, 512GB, WUXGA, Win11)",14990000,Asus,Laptop,,,,,,,,,,,,,4.9,5309,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w,2023,2025-08-31 18:50:42
310450,"Laptop MSI Modern 15 B12MO - 487VN (i7 1255U, 16GB, 512GB, Full HD, Win11)",17390000,MSI,Laptop,,,,,,,,,,,,,4.9,1160,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn,2023,2025-08-31 18:50:43
327707,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",25190000,MSI,Laptop,,,,,,,,,,,,,5.0,651,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,2024,2025-08-31 18:50:44
325699,"Laptop Acer Gaming Aspire A515 58GM 53PZ - NX.KQ4SV.008 (i5 13420H, 8GB, 512GB, RTX 2050 4GB, Full HD, Win11)",14990000,Acer,Laptop,,,,,,,,,,,,,4.9,1372,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,2024,2025-08-31 18:50:44
339680,"Laptop Dell Inspiron 14 5440 - N5440-C5U165W11IBD2 (Core 5 120U, 16GB, 512GB, MX570A 2GB, 2.2K, OfficeHS, Win11)",24490000,Dell,Laptop,,,,,,,,,,,,,5.0,43,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n5440c5u165w11ibd2,2024,2025-08-31 18:50:44
341602,"Laptop Acer Aspire Lite 16 AI AL16 71P 5674 - NX.D4XSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",17690000,Acer,Laptop,,,,,,,,,,,,,5.0,14,https://www.thegioididong.com/laptop/acer-aspire-lite-16-ai-al16-71p-5674-ultra-5-125h-nx-d4xsv-001,2025,2025-08-31 18:50:45
311016,"Laptop MSI Modern 15 B12MO - 628VN (i5 1235U, 16GB, 512GB, Full HD, Win11)",12990000,MSI,Laptop,,,,,,,,,,,,,4.9,2888,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,2023,2025-08-31 18:50:46
337043,"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",21190000,HP,Laptop,,,,,,,,,,,,,5.0,44,https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa,2024,2025-08-31 18:50:47
341751,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHH3VN893SH (i5 13420H, 16GB, 512GB, RTX5050 8GB, WUXGA 165Hz, Win11)",28590000,GIGABYTE,Laptop,,,,,,,,,,,,,5.0,1,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-13420h-gaming-a16-cthh3vn893sh,2025,2025-08-31 18:50:47
314630,"Laptop Acer Gaming Aspire 5 A515 58GM 51LB - NX.KQ4SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD, Win11)",15990000,Acer,Laptop,,,,,,,,,,,,,4.9,6256,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,2023,2025-08-31 18:50:48
338323,"Laptop Asus Vivobook 15 X1504VA - BQ185WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",15690000,Asus,Laptop,,,,,,,,,,,,,5.0,431,https://www.thegioididong.com/laptop/asus-x1504va-core-5-bq185ws,2025,2025-08-31 18:50:49
314630,"Laptop Acer Gaming Aspire 5 A515 58GM 51LB - NX.KQ4SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD, Win11)",15990000,Acer,Laptop,,,,,,,,,,,,,4.9,6256,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,2023,2025-08-31 18:50:49
328130,"Laptop Lenovo ThinkBook 14 - 21MR0072VN (Ultra 7 155U, 16GB, 512GB, WUXGA, Win11)",25090000,Lenovo,Laptop,,,,,,,,,,,,,5.0,80,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn,2024,2025-08-31 18:50:50
331564,Laptop MacBook Pro 14 inch M4 16GB/512GB,37790000,MacBook,Laptop,,,,,,,,,,,,,5.0,1376,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-512gb,10/2024,2025-08-31 18:50:50
231244,Laptop MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A),16990000,MacBook,Laptop,,,,,,,,,,,,,4.9,13985,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,2020,2025-08-31 18:50:50
337044,"Laptop HP Pavilion 16 af0055TU - AY8C4PA (Ultra 5 125U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",20190000,HP,Laptop,,,,,,,,,,,,,5.0,198,https://www.thegioididong.com/laptop/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa,2024,2025-08-31 18:50:50
322222,"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)",12690000,Acer,Laptop,,,,,,,,,,,,,4.9,3611,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,2024,2025-08-31 18:50:51
