id,name,price,onsale_price,brand,os,stock,rating,reviews_count,category,is_new,is_selling,url,retailer,created_at,updated_at
68864,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46990000,34990000,Apple,iOS 17,0,4.7,6,Smartphone,True,True,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,CELLPHONES,2023-09-13 01:50:29,2025-08-22 23:22:26
54277,Huawei Nova 10,,,Huawei, EMUI 12,,,,Smartphone,True,False,https://cellphones.com.vn/huawei-nova-10.html,CELLPHONES,2022-09-29 11:39:27,2025-08-22 23:22:26
79231,Samsung Galaxy S24 Ultra 12GB 256GB - Cũ Đẹp,33990000,19061428,Samsung,"Android 14, One UI 6.1",4,5.0,4,Smartphone,False,True,https://cellphones.com.vn/samsung-galaxy-s24-ultra-12gb-256gb-cu-dep.html,CELLPHONES,2024-03-20 23:46:55,2025-08-22 23:22:26
75815,Infinix Hot 40i 4GB 128GB,2390000,2290000,Hãng khác,Android 13,0,5.0,28,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-infinix-hot-40i.html,CELLPHONES,2024-01-21 21:17:05,2025-08-22 23:22:26
100260,realme 13+ 5G 12GB 256GB,,,Realme,Android 14,,,,Smartphone,True,False,https://cellphones.com.vn/dien-thoai-realme-13-plus-5g-12gb-256gb.html,CELLPHONES,2025-02-11 15:09:36,2025-08-22 23:22:26
62717,OPPO A18 4GB 128GB,3990000,3190000,OPPO,Android 13,53,4.9,12,Smartphone,True,True,https://cellphones.com.vn/oppo-a18.html,CELLPHONES,2023-04-20 09:00:43,2025-08-22 23:22:26
101588,realme C75X 8GB-128GB,,,Realme,,,,,Phone,True,False,https://cellphones.com.vn/dien-thoai-realme-c75x.html,CELLPHONES,2025-03-04 21:38:12,2025-08-22 23:22:26
84614,Samsung Galaxy Z Flip6 12GB 512GB,32400000,21990000,Samsung,Android,0,,,Smartphone,True,True,https://cellphones.com.vn/samsung-galaxy-z-flip-6-512gb.html,CELLPHONES,2024-06-11 17:41:36,2025-08-22 23:22:26
82915,Nokia 3210 4G ,1570000,1560000,Nokia,,75,4.9,7,Phone,True,True,https://cellphones.com.vn/nokia-3210-4g.html,CELLPHONES,2024-05-21 22:37:12,2025-08-22 23:22:26
96373,TECNO SPARK 30 Pro 8GB 256GB Transformer - Chỉ có tại CellphoneS,5200000,3990000,Hãng khác,Android 14,115,4.7,13,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-tecno-spark-30-pro-8gb-256gb.html,CELLPHONES,2024-12-11 19:53:25,2025-08-22 23:22:26
